Α/Α Διαγωνιστικής Διαδικασίας;Συνοπτικός Τίτλος;Τίτλος/Αντικείμενο;Προϋπολογισμός (€ χωρίς ΦΠΑ);Ημ/νία Δημοσίευσης στο Portal;Ημ/νία Έναρξης Υποβολών;Καταληκτική Ημ/νία Υποβολών;Κωδικός CPV;Περιγραφή CPV;Αναθέτουσα Αρχή/Αναθέτων Φορέας;Τόπος Παράδοσης;Κατάσταση;Link
367018;Τμήματα 14 & 15 της επαναπροκήρυξης του Νο 9/2024 διαγωνισμού άνω των ορίων;"Προμήθεια Ερευνητικού, Εργαστηριακού και Εκπαιδευτικού Εξοπλισμού στο πλαίσιο του έργου με τίτλο: «Στρατηγικό πλάνο έρευνας του Εθνικού Μετσόβιου Πολυτεχνείου» στο πλαίσιο της πρόσκλησης SUB2: «Πανεπιστήμια Αριστείας» με κωδικό ΟΠΣ ΤΑ 5180665 στο Ταμείο Ανάκαμψης και Ανθεκτικότητας «Ελλάδα 2.0» (Κωδικός Δράσης: 16289), κωδικό ΕΛΚΕ ΕΜΠ 61/4130, ΣΑΤΑ 047, κωδικό ΠΔΕ: 2022ΤΑ04700017 το οποίο χρηματοδοτείται από την Ευρωπαϊκή Ένωση &#8211; NextGeneration EU & συγχρηματοδοτείται από το Ταμείο Ανάκαμψης και Ανθεκτικότητας «Ελλάδα 2.0» και από εθνικούς πόρους μέσω του ΠΔΕ, με Επιστημονικό Υπεύθυνο τον Πρύτανη Καθ. Ιωάννη Χατζηγεωργίου, συνολικού προϋπολογισμού 492.140,96€, πλέον ΦΠΑ 24% 118.113,83€, συνολικού προϋπολογισμού 610.254,79€, συμπεριλαμβανομένου ΦΠΑ, χωρίς δικαίωμα προαίρεσης της Αναθέτουσας Αρχής.";230.000;2025-02-04;2025-02-04;2025-03-14;38000000-5;Εξοπλισμός εργαστηριακός, οπτικός και ακριβείας (εκτός από γυαλιά);ΕΙΔ.ΛΟΓ. ΑΞΙΟΠΟΙΗΣΗΣ ΚΟΝΔΥΛΙΩΝ ΕΜΠ, ., ., ΠΡΟΜΗΘΕΙΩΝ;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367018
367017;Τμήματα 3,8,9 & 11 της επαναπροκήρυξης του Νο 9/2024 διαγωνισμού άνω των ορίων.;"Προμήθεια Ερευνητικού, Εργαστηριακού και Εκπαιδευτικού Εξοπλισμού στο πλαίσιο του έργου με τίτλο: «Στρατηγικό πλάνο έρευνας του Εθνικού Μετσόβιου Πολυτεχνείου» στο πλαίσιο της πρόσκλησης SUB2: «Πανεπιστήμια Αριστείας» με κωδικό ΟΠΣ ΤΑ 5180665 στο Ταμείο Ανάκαμψης και Ανθεκτικότητας «Ελλάδα 2.0» (Κωδικός Δράσης: 16289), κωδικό ΕΛΚΕ ΕΜΠ 61/4130, ΣΑΤΑ 047, κωδικό ΠΔΕ: 2022ΤΑ04700017 το οποίο χρηματοδοτείται από την Ευρωπαϊκή Ένωση &#8211; NextGeneration EU & συγχρηματοδοτείται από το Ταμείο Ανάκαμψης και Ανθεκτικότητας «Ελλάδα 2.0» και από εθνικούς πόρους μέσω του ΠΔΕ, με Επιστημονικό Υπεύθυνο τον Πρύτανη Καθ. Ιωάννη Χατζηγεωργίου.";163.050;2025-02-04;2025-02-04;2025-03-14;30232110-8,42991200-1,48100000-9,48820000-2;Εκτυπωτές λέιζερ,Εκτυπωτικά μηχανήματα,Εξυπηρετητές,Πακέτα λογισμικού για συγκεκριμένους κλάδους;ΕΙΔΙΚΟΣ ΛΟΓΑΡΙΑΣΜΟΣ ΑΞΙΟΠΟΙΗΣΗΣ ΚΟΝΔΥΛΙΩΝ ΕΜΠ, ., ., ΠΡΟΜΗΘΕΙΩΝ;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367017
367016;ΤΜΗΜΑ 1 - Επαναπροκήρυξη διαγωνισμού Νο 9/2024 άνω των ορίων;"Προμήθεια Ερευνητικού, Εργαστηριακού και Εκπαιδευτικού Εξοπλισμού στο πλαίσιο του έργου με τίτλο: «Στρατηγικό πλάνο έρευνας του Εθνικού Μετσόβιου Πολυτεχνείου» στο πλαίσιο της πρόσκλησης SUB2: «Πανεπιστήμια Αριστείας» με κωδικό ΟΠΣ ΤΑ 5180665 στο Ταμείο Ανάκαμψης και Ανθεκτικότητας «Ελλάδα 2.0» (Κωδικός Δράσης: 16289), κωδικό ΕΛΚΕ ΕΜΠ 61/4130, ΣΑΤΑ 047, κωδικό ΠΔΕ: 2022ΤΑ04700017 το οποίο χρηματοδοτείται από την Ευρωπαϊκή Ένωση &#8211; NextGeneration EU & συγχρηματοδοτείται από το Ταμείο Ανάκαμψης και Ανθεκτικότητας «Ελλάδα 2.0» και από εθνικούς πόρους μέσω του ΠΔΕ, με Επιστημονικό Υπεύθυνο τον Πρύτανη Καθ. Ιωάννη Χατζηγεωργίου.";99.090;2025-02-04;2025-02-04;2025-03-14;38000000-5;Εξοπλισμός εργαστηριακός, οπτικός και ακριβείας (εκτός από γυαλιά);ΕΘΝΙΚΟ ΜΕΤΣΟΒΙΟ ΠΟΛΥΤΕΧΝΕΙΟ-, ., ., .;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367016
364188;"K409/2024 - Προμήθεια ""ΧΕΙΡΟΥΡΓΙΚΩΝ ΜΟΣΧΕΥΜΑΤΩΝ""";ΔΙΑΚΗΡΥΞΗ Κ409/2024 Ηλεκτρονικού Δημοσίου Ανοικτού Διαγωνισμού για την προμήθεια «ΧΕΙΡΟΥΡΓΙΚΩΝ ΜΟΣΧΕΥΜΑΤΩΝ» (CPV: 33184100-4) για τις ανάγκες του Πανεπιστημιακού Γενικού Νοσοκομείου Λάρισας.;79.723;2025-02-04;2025-02-04;2025-02-25;33184100-4;Χειρουργικά μοσχεύματα;Π.Γ.Ν. ΛΑΡΙΣΑΣ, ., ., ΠΡΟΜΗΘΕΙΩΝ;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/364188
366812;Αρ. πρωτ.1766/31-1-2025 Διακήρυξης για την προμήθεια ΕΙΔΩΝ ΚΑΘΑΡΙΟΤΗΤΑΣ;ΔΙΑΚΗΡΥΞΗ ΔΗΜΟΣΙΟΥ ΗΛΕΚΤΡΟΝΙΚΟΥ ΑΝΟΙΚΤΟΥ κάτω των ορίων (τακτικού) διαγωνισμού για την προμήθεια «ΕΙΔΩΝ ΚΑΘΑΡΙΟΤΗΤΑΣ» (CPV 39830000-9) προϋπολογισμού 64.575,48 € συμπ/νου Φ.Π.Α, (52.077,00€ χωρίς ΦΠΑ 24%) για τις ανάγκες των νοσοκομείου για ένα(1) έτος , με δικαίωμα προαίρεσης για ένα(1) επιπλέον έτος προϋπολογισμού 64.575,48 € συμπ/νου Φ.Π.Α, (52.077,00€ χωρίς ΦΠΑ 24%) , δηλαδή συνολικής προϋπολογισθείσας δαπάνης 129.150,96€ συμπεριλαμβανομένου του ΦΠΑ, (104.154,00€ χωρίς ΦΠΑ 24%) , σε βάρος του ΚΑΕ 1381 , με κριτήριο κατακύρωσης την πλέον συμφέρουσα από οικονομική άποψη προσφορά μόνο βάσει τιμής.;296;2025-02-04;2025-02-04;2025-02-21;39830000-9;Προϊόντα καθαρισμού;Γ.Ν. ΡΕΘΥΜΝΟΥ, ., ., .;Αβέρωφ 12 Αθήνα;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366812
366712;ΠΡΟΜΗΘΕΙΑ ΤΡΟΦΙΜΩΝ ΓΙΑ Δ/ΝΣΗ Κ.Π.&ΑΛ. ΔΗΜΟΥ Η.Π. ΝΑΟΥΣΑΣ;προμήθεια τροφίμων για τις ανάγκες των δομών της Δ/νσης Κοινωνικής Προστασίας και Αλληλεγγύης Δήμου Η.Π. Νάουσας, κάτω των ορίων, με Ανοικτή Διαδικασία μέσω ΕΣΗΔΗΣ με εκτιμώμενη αξία 125.552,50 άνευ Φ.Π.Α. (141.878,73 € συμπεριλαμβανομένου ΦΠΑ);125.552;2025-02-04;2025-02-04;2025-02-21;15110000-2,15211000-0,15300000-1,15411110-6,15511100-4,15800000-6,15810000-9;Αρτοσκευάσματα, φρέσκα είδη ζαχαροπλαστικής και γλυκίσματα,Διάφορα προϊόντα διατροφής,Ελαιόλαδο,Κρέας,Παστεριωμένο γάλα,Φιλέτα ψαριών,Φρούτα, λαχανικά και συναφή προϊόντα;ΔΗΜΟΣ ΗΡΩΙΚΗΣ ΠΟΛΕΩΣ ΝΑΟΥΣΑΣ, ., ΔΙΕΥΘΥΝΣΗ ΟΙΚΟΝΟΜΙΚΩΝ ΥΠΗΡΕΣΙΩΝ, ΤΜΗΜΑ ΟΙΚΟΝΩΜΙΚΩΝ/ΓΡΑΦΕΙΟ ΠΡΟΜΗΘΕΙΩΝ;ΠΛ. ΔΗΜΑΡΧΙΑΣ 30 ΝΑΟΥΣΑ;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366712
366211;3/ΤΑ/2025 ΠΡΟΣΛΗΨΗ ΤΡΑΠΕΖΟΚΟΜΩΝ ΓΙΑ ΤΙΣ ΥΠΗΡΕΣΙΕΣ ΠΑΡΟΧΗΣ ΓΕΥΜΑΤΩΝ;Τακτικός Ανοικτός Διαγωνισμός άνω των ορίων για την πρόσληψη επτά (7) «ΤΡΑΠΕΖΟΚΟΜΩΝ ΓΙΑ ΤΙΣ ΥΠΗΡΕΣΙΕΣ ΠΑΡΟΧΗΣ ΓΕΥΜΑΤΩΝ» (CPV: 55320000-9), για την κάλυψη των αναγκών του Νοσοκομείου για δύο (2) έτη, προϋπολογισθείσας δαπάνης 326.467,20€ συμπ/νου ΦΠΑ, με κριτήριο κατακύρωσης την πλέον συμφέρουσα από οικονομική άποψη προσφορά, μόνο βάσει τιμής.;263.280;2025-02-04;2025-02-04;2025-03-13;55320000-9;Υπηρεσίες παροχής γευμάτων;ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ, ., ., .;Καλυφτάκη 145 Ν. Κηφισιά;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366211
366722;04/25 ΑΔ;ΣΥΝΑΨΗ ΣΥΜΦΩΝΙΑΣ-ΠΛΑΙΣΙΟ ΓΙΑ ΤΗΝ ΠΡΟΜΗΘΕΙΑ ΑΠΑΙΤΟΥΜΕΝΩΝ ΑΝΤΑΛΛΑΚΤΙΚΩΝ ΛΟΙΠΩΝ ΤΥΠΩΝ Σ/Α ΓΙΑ ΤΗΝ ΥΛΟΠΟΙΗΣΗ ΤΟΥ ΕΠΙΣΚΕΥΑΣΤΙΚΟΥ ΕΡΓΟΥ ΤΟΥ 306 ΕΒΤ;299.821;2025-02-04;2025-02-04;2025-03-04;;;ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ, ΥΠΕΘΑ/ΓΕΣ/ΔΥΒ, ., .;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366722
366790;15.25 ΠΡΟΜΗΘΕΙΑ ΣΕΤ ΠΑΡΕΝΤΕΡΙΚΗΣ ΔΙΑΤΡΟΦΗΣ ΚΑΙ ΓΙΑΤΑ ΜΗΧΑΝΗΜΑΤΑ ΠΑΡΑΣΚΕΥΗΣ ΤΟΥΣ;15.25 ΠΡΟΜΗΘΕΙΑ ΣΕΤ ΠΑΡΕΝΤΕΡΙΚΗΣ ΔΙΑΤΡΟΦΗΣ ΚΑΙ ΓΙΑ ΤΑ ΜΗΧΑΝΗΜΑΤΑ ΠΑΡΑΣΚΕΥΗΣ ΤΟΥΣ;84.480;2025-02-04;2025-02-04;2025-02-21;33692210-2;Διαλύματα παρεντερικής διατροφής;ΕΛΕΝΑ ΒΕΝΙΖΕΛΟΥ-ΑΛΕΞΑΝΔΡΑ-, ., ., ..;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366790
366822;Εργασίες καθαρισμού& γρασαρίσματος απορριμματοφόρων, φορτηγών και μηχανημάτων;Εργασίες καθαρισμού και γρασαρίσματος απορριμματοφόρων, φορτηγών και μηχανημάτων έργου;37.240;2025-02-04;2025-02-05;2025-02-22;50112300-6;Πλύσιμο αυτοκινήτων και παρόμοιες υπηρεσίες;ΔΗΜΟΣ ΠΡΕΒΕΖΑΣ, ., ., ΠΡΟΜΗΘΕΙΩΝ;ΕΛ. ΒΕΝΙΖΕΛΟΥ & ΜΠΑΧΟΥΜΗ 2 ΠΡΕΒΕΖΑ;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366822
366940;ΤΤΕ 1/2025 ΥΠΗΡΕΣΙΕΣ ΥΠΟΤΙΤΛΙΣΜΟΥ ΤΑΙΝΙΩΝ 2025;Αντικείμενο του διαγωνισμού είναι η παροχή υπηρεσιών ηλεκτρονικού υποτιτλισμού στις παρακάτω εκδηλώσεις: «50 Χρόνια μετά την εγκαθίδρυση της Δημοκρατίας», Αφιέρωμα στην «Ειρήνη Παππά», Καθολικά Προσβάσιμες προβολές, 14ο Φεστιβάλ Πρωτοποριακού Κινηματογράφου της Αθήνας. Προϋπολογισμός: 40.920,00 ΕΥΡΩ (συμπεριλαμβανομένου του ΦΠΑ).;33.000;2025-02-04;2025-02-04;2025-02-20;92112000-9;Υπηρεσίες που σχετίζονται με την παραγωγή κινηματογραφικών ταινιών και βιντεοταινιών;ΤΑΙΝΙΟΘΗΚΗ ΤΗΣ ΕΛΛΑΔΑΣ, ., ., .;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366940
366473;3ος/2025;ΑΝΟΙΚΤΟΣ ΗΛΕΚΤΡΟΝΙΚΟΣ ΔΙΑΓΩΝΙΣΜΟΣ ΠΡΟΜΗΘΕΙΑΣ ΑΝΑΛΩΣΙΜΟ ΥΛΙΚΟ ΦΑΚΟΘΡΥΨΙΑΣ -CUSTOM PACK;105.600;2025-02-04;2025-02-04;2025-02-24;33122000-1;Οφθαλμολογικός εξοπλισμός;ΕΛΠΙΣ, ., ., .;Αβέρωφ 12 Αθήνα;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366473
366735;ΑΜΔ 6/25 για την Προμήθεια Αναλώσιμων Υ/Γ Υλικών Αναισθησιολογικού Τμήματος ΝΝΑ;Διακήρυξη Ανοιχτού Μειοδοτικού Διαγωνισμού για την Προμήθεια Υλικών Αναισθησιολογικού Τμήματος ΝΝΑ, Μέσω Συμφωνίας Πλαίσιο Διάρκειας ενός (1) Έτους, Εκτιμώμενης Αξίας Εξήντα Πέντε Χιλιάδων Οχτακοσίων Δέκα Έξι Ευρώ και Πενήντα Λεπτών (65.816,50€) Ευρώ (συμπεριλαμβανομένων κρατήσεων, άνευ ΦΠΑ);65.816;2025-02-04;2025-02-05;2025-03-05;33141200-2,33141300-3,33141310-6,33141322-3,33141624-0,33170000-2,33171100-0,33192000-2;Όργανα αναισθησίας,Αναισθησία και ανάνηψη,Αρτηριακές βελόνες,Διατάξεις παρακέντησης της φλέβας και εξαρτήματα δειγματοληψίας αίματος,Εξοπλισμοί χορήγησης φαρμάκων με ορρό,Ιατρικές προμήθειες,Καθετήρες,Σύριγγες;ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ, -, -, -;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366735
366518;ΑΜΔ 5/25 για την Προμήθεια Υλικών Υλικών Ακτινολογικού Εργαστηρίου ΝΝΑ;Διακήρυξη Ανοιχτού Μειοδοτικού Διαγωνισμού για την Προμήθεια Υλικών Ακτινολογικού Εργαστηρίου ΝΝΑ, Μέσω Συμφωνίας Πλαίσιο Διάρκειας δύο (2) Ετών, Εκτιμώμενης Αξίας Ενενήντα Οχτώ Τετρακοσίων Πενήντα Ένα Ευρώ και Πενήντα Λεπτών (98.451,50 €) Ευρώ (συμπεριλαμβανομένων κρατήσεων, άνευ ΦΠΑ);98.451;2025-02-04;2025-02-05;2025-03-04;33000000-0,33111710-1,33111730-7,33141200-2,33141323-0,33141326-1,33141641-5,33141642-2;Βελόνες ακτινολογικών διαδικασιών,Βελόνες βιοψίας,Εξαρτήματα παροχέτευσης,Ιατρικές συσκευές, φαρμακευτικά προϊόντα και προϊόντα ατομικής περιποίησης,Καθετήρες,Καθετήρες παροχέτευσης,Υλικά αγγειογραφίας,Υλικά αγγειοπλαστικής;ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ, -, -, -;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366518
366988;2162/2025;Διακήρυξη ανοικτού επαναληπτικού ηλεκτρονικού διαγωνισμού με κριτήριο κατακύρωσης την πλέον συμφέρουσα από οικονομικής άποψης προσφορά βάσει τιμής ανά εργασία και μηχάνημα για την «Μίσθωση μηχανημάτων έργου για την αντιμετώπιση καιρικών συνθηκών 2024-2025»( Αφορά εργασίες με α/α 1,7,9,11);14.600;2025-02-04;2025-02-04;2025-02-19;90610000-6;Υπηρεσίες καθαρισμού και σάρωσης οδών;ΔΗΜΟΣ ΚΑΡΠΕΝΗΣΙΟΥ, ., ΔΙΟΙΚΗΤΙΚΩΝ - ΟΙΚΟΝΟΜΙΚΩΝ ΥΠΗΡΕΣΙΩΝ, .;ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΗΣ 1 ΚΑΡΠΕΝΗΣΙΟΝ;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366988
366820;PR_11892_PR12025;Προμήθεια και τοποθέτηση δύο (2) ψηφιακών ανιχνευτών απεικόνισης για την αποκατάσταση της βλάβης στο CyberKnife;482.040;2025-02-04;2025-02-04;2025-03-10;33111000-1;Ακτινολογικά μηχανήματα;ΕΘΝΙΚΟ ΚΑΙ ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ, ., ΔΙΕΥΘΥΝΣΗ ΤΕΧΝΙΚΩΝ ΥΠΗΡΕΣΙΩΝ, .;ΧΡΗΣΤΟΥ ΛΑΔΑ 6 ΑΘΗΝΑ;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366820
366587;ΥΠΗΡΕΣΙΕΣ ΣΥΛΛΟΓΗΣ ΚΑΙ ΜΕΤΑΦΟΡΑΣ ΑΠΟΡΡΙΜΜΑΤΩΝ;-παροχή υπηρεσιών συλλογής & μεταφοράς ανακυκλώσιμων και σύμμεικτων αστικών απορριμμάτων -παροχή υπηρεσιών συλλογής, μεταφοράς και διαχείρισης ογκωδών απορριμμάτων, για διάστημα από δεκατέσσερις (14) έως είκοσι τέσσερις (24) μήνες;603.558;2025-02-04;2025-02-04;2025-03-12;90500000-2;Υπηρεσίες σχετιζόμενες με απορρίματα και απόβλητα,Υπηρεσίες σχετιζόμενες με απορρίμματα και απόβλητα;ΔΗΜΟΣ ΜΟΝΕΜΒΑΣΙΑΣ, ., ., .;Όπως αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366587
366792;Προμήθεια αναλώσιμου υλικού θεραπείας νεφρού;"Η προμήθεια αναλώσιμων ειδών θεραπείας νεφρού «CPV: 3318100-2-Διατάξεις νεφρικής υποστήριξης» για την κάλυψη των αναγκών της Παν. Νεφρολογικής Κλινικής, της Μονάδας Τεχνητού Νεφρού, της Μονάδας Εντατικής Θεραπείας και της Μονάδας Εντατικής Θεραπείας Καρδιάς &#8211; Θώρακα του Π.Γ.Ν. Αλεξανδρούπολης, για χρονικό διάστημα ενός (1) έτους με δυνατότητα παράτασης ενός (1) ακόμη έτους σε περίπτωση μη εξάντλησης των προβλεπόμενων ποσοτήτων, έναντι προϋπολογισθείσας δαπάνης 1.551.760,00€ πλέον ΦΠΑ (775.880,00€/έτος πλέον ΦΠΑ) ήτοι 1.699.204,90€ συμπεριλαμβανομένου του ανολογούντος ΦΠΑ και με κριτήριο αξιολόγησης την πλέον συμφέρουσα από οικονομική άποψη προσφορά αποκλειστικά βάσει τιμής.";775.880;2025-02-04;2025-02-04;2025-03-04;33181000-2;Διατάξεις νεφρικής υποστήριξης;Π.Γ.Ν. ΕΒΡΟΥ(ΑΛΕΞΑΝΔΡΟΥΠΟΛ.-ΔΙΔΥΜΟΤΕΙΧΟ), ., ., .;Αβέρωφ 12 Αθήνα, Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366792
366271;ΠΡΟΜΗΘΕΙΑ ΥΓΡΩΝ ΚΑΥΣΙΜΩΝ;ΠΡΟΜΗΘΕΙΑ ΥΓΡΩΝ ΚΑΥΣΙΜΩΝ ΓΙΑ ΕΝΑ (1) ΕΤΟΣ ΓΙΑ ΤΙΣ ΑΝΑΓΚΕΣ ΘΕΡΜΑΝΣΗΣ ΤΟΥ Γ.Ν.ΜΥΤΙΛΗΝΗΣ ΒΟΣΤΑΝΕΙΟ;289.980;2025-02-04;2025-02-04;2025-03-12;09100000-0;Καύσιμα;Γ.Ν. ΜΥΤΙΛΗΝΗΣ, ., ., .;Αβέρωφ 12 Αθήνα;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366271
364362;ΤΔ-106/24 ΠΡΟΜΗΘΕΙΑ ΥΦΑΣΜΑΤΟΣ ΚΑΘΙΣΜΑΤΩΝ ΕΠΙΒΑΤΩΝ;Αντικείμενο της σύμβασης είναι η προμήθεια υφάσματος καθισμάτων επιβατών συρμών σειράς Ι και οχημάτων ΤΡΑΜ σειράς Ι & ΙΙ;166.800;2025-02-04;2025-02-04;2025-03-04;19243000-1,34631300-2;Καθίσματα τροχαίου υλικού,Υφάσματα ταπετσαρίας;ΣΤΑΣΥ, ., ., ΔΙΑΓΩΝΙΣΜΩΝ & ΣΥΜΒΑΣΕΩΝ;Όπως αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/364362
362103;ΔΙΑΚΗΡΥΞΗ 2706/2025 ΓΙΑ ΠΡΟΜΗΘΕΙΑ ΟΞΥΓΟΝΟΥ & ΙΑΤΡΙΚΩΝ ΑΕΡΙΩΝ;Διακήρυξη Ανοικτής Ηλεκτρονικής Διαδικασίας άνω των ορίων για την προμήθεια «Οξυγόνου (CPV:24111900-4)»-«Ιατρικών Αερίων (CPV:24100000-5)» για την κάλυψη των αναγκών του ΠΓΝ Τρίπολης για χρονικό διάστημα δύο (2) ετών.,. Κριτήριο κατακύρωσης η πλέον συμφέρουσα από οικονομική άποψη προσφορά η οποία προσδιορίζεται βάσει της τιμής και συνολικής εκτιμώμενης αξίας 493.232,80€ χωρίς ΦΠΑ και 611.608,67€ συμπεριλαμβανομένου Φ.Π.Α. (24%);493.232;2025-02-04;2025-02-04;2025-03-17;24100000-5,24111900-4;Αέρια,Οξυγόνο;ΓΓΕΝΙΚΟ ΠΑΝΑΡΚΑΔΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΤΡΙΠΟΛΗΣ, ., ., ΟΙΚΟΝΟΜΙΚΟ;Τέρμα Ερ. Σταυρού Τρίπολη;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/362103
356935;13/2025 ΠΡΟΜΗΘΕΙΑ KAI ΕΓΚΑΤΑΣΤΑΣΗ ΚΕΝΤΡΙΚΟΥ ΔΙΑΚΟΜΙΣΤΗ, ΔΙΚΤΥΑΚΗΣ ΥΠΟΔΟΜΗΣ;ΠΡΟΜΗΘΕΙΑ KAI ΕΓΚΑΤΑΣΤΑΣΗ ΚΕΝΤΡΙΚΟΥ ΔΙΑΚΟΜΙΣΤΗ, ΔΙΚΤΥΑΚΗΣ ΥΠΟΔΟΜΗΣ ΚΑΙ ΤΕΡΜΑΤΙΚΩΝ;994.000;2025-02-04;2025-02-04;2025-03-05;30200000-1,32420000-3,72000000-5;Εξοπλισμός δικτύου,Εξοπλισμός ηλεκτρονικών υπολογιστών και προμήθειες,Υπηρεσίες τεχνολογίας των πληροφοριών: παροχή συμβουλών, ανάπτυξη λογισμικού, Διαδίκτυο και υποστήριξη;ΕΛΛΗΝΙΚΟ ΙΝΣΤΙΤΟΥΤΟ ΠΑΣΤΕΡ, ., ., .;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/356935
